wk_code;wk_naam;jaar;lbm;afw;fys;onv;soc;vrz;won
WK036201;Randwijck;2002;4.282797957450199;0.18053310630651362;NA;NA;NA;NA;NA
WK036201;Randwijck;2008;4.295275786870071;0.19301093572638559;NA;NA;NA;NA;NA
WK036201;Randwijck;2012;4.275980787988706;0.1737159368450209;NA;NA;NA;NA;NA
WK036201;Randwijck;2014;4.270599604867483;0.1683347537237974;0.00640022300912212;0.044195112697823044;-0.003667634554194118;0.1670640836394402;-0.04565703106839407
WK036201;Randwijck;2016;4.284123017358952;0.18185816621526632;NA;NA;NA;NA;NA
WK036201;Randwijck;2018;4.302987301626246;0.20072245048256035;-0.005634914167406293;0.050816306874005145;-0.002205237767937762;0.17216304738764107;-0.014416751843742127
WK036201;Randwijck;2020;4.310702457253576;0.20843760610989182;5.578523858732957e-4;0.05407208032496768;3.9944073780324535e-4;0.18817262928091844;-0.0347643966196711
WK036201;Randwijck;2022;4.328186939975703;0.2259220888320177;-0.007289500760402092;0.05413682488833206;-0.0037912123140788493;0.18900822382431368;-0.006142246806147354
WK036202;Patrimonium;2002;4.236791730008258;0.13452687886457176;NA;NA;NA;NA;NA
WK036202;Patrimonium;2008;4.303876998321018;0.2016121471773323;NA;NA;NA;NA;NA
WK036202;Patrimonium;2012;4.280749561579371;0.1784847104356853;NA;NA;NA;NA;NA
WK036202;Patrimonium;2014;4.312819768685171;0.2105549175414854;0.03356612236178832;0.01614461541318491;-0.011507431220160779;0.1438289923435293;0.02852261864314334
WK036202;Patrimonium;2016;4.305837146487208;0.20357229534352256;NA;NA;NA;NA;NA
WK036202;Patrimonium;2018;4.299907014484111;0.19764216334042578;0.016441193079037436;0.020387502315904957;-0.012621512250793117;0.14552611042494384;0.027908869771332345
WK036202;Patrimonium;2020;4.327452652184433;0.2251878010407474;0.024580725213770877;0.0304771612441437;-0.01771423068480699;0.1606605740286027;0.027183571239036777
WK036202;Patrimonium;2022;4.325796064141405;0.2235312129977195;0.022166160650995543;0.024020758087835915;-0.012533323809023432;0.1624917246444883;0.02738589342342292
WK036203;Elsrijk;2002;4.2481452676443565;0.14588041650067102;NA;NA;NA;NA;NA
WK036203;Elsrijk;2008;4.2519329246061;0.14966807346241506;NA;NA;NA;NA;NA
WK036203;Elsrijk;2012;4.255934321785825;0.15366947064213993;NA;NA;NA;NA;NA
WK036203;Elsrijk;2014;4.262875502043642;0.1606106508999576;0.005680085318293196;0.030808520244837045;-0.011729043777225806;0.16256563109930303;-0.026714541985250095
WK036203;Elsrijk;2016;4.2747791305129565;0.172514279369272;NA;NA;NA;NA;NA
WK036203;Elsrijk;2018;4.2567732827838105;0.15450843164012454;-0.011134758072829567;0.03317469385190208;-0.009834892789360778;0.14872295581515052;-0.006419567164737997
WK036203;Elsrijk;2020;4.277322519597907;0.1750576684542211;-0.0033721633026153404;0.031433562702396375;-0.008471352358563299;0.17502871570588469;-0.019561094292881644
WK036203;Elsrijk;2022;4.2880714142166765;0.18580656307299104;-0.006833370634043529;0.030831992792697223;-0.012480054600531788;0.1752920388463114;-0.0010040433314425481
WK036204;Stadshart;2002;4.23561084179739;0.13334599065370503;NA;NA;NA;NA;NA
WK036204;Stadshart;2008;4.233882342876491;0.13161749173280574;NA;NA;NA;NA;NA
WK036204;Stadshart;2012;4.151188212098928;0.04892336095524272;NA;NA;NA;NA;NA
WK036204;Stadshart;2014;4.182589592875691;0.08032474173200535;0.01800001133093026;-0.006008697489945553;-0.027870932282098696;0.1798111914981002;-0.08360683132498113
WK036204;Stadshart;2016;4.155350006189446;0.05308515504576057;NA;NA;NA;NA;NA
WK036204;Stadshart;2018;4.1468239281837205;0.04455907704003564;-0.0037890224581858607;-0.013079351160263758;-0.031713838243763934;0.1442665540409549;-0.05112526513870594
WK036204;Stadshart;2020;4.167126699244987;0.06486184810130165;0.01020788451804643;-0.01618165021315404;-0.024246283626585336;0.16659874211769318;-0.07151684469469888
WK036204;Stadshart;2022;4.18987089017682;0.08760603903313491;0.014988352250932023;-0.020257915674692956;-0.03471246445828339;0.16454765893926493;-0.03695959202408606
WK036205;Uilenstede, Kronenburg;2002;3.586873597347027;-0.515391253796658;NA;NA;NA;NA;NA
WK036205;Uilenstede, Kronenburg;2008;3.679962878856525;-0.42230197228716004;NA;NA;NA;NA;NA
WK036205;Uilenstede, Kronenburg;2012;3.635750470235099;-0.4665143809085863;NA;NA;NA;NA;NA
WK036205;Uilenstede, Kronenburg;2014;3.732543433486889;-0.36972141765679617;0.006734195495873132;-0.09449503694618926;-0.020145365960050444;0.15905526575936826;-0.42087047600579813
WK036205;Uilenstede, Kronenburg;2016;3.7339021922932387;-0.3683626588504464;NA;NA;NA;NA;NA
WK036205;Uilenstede, Kronenburg;2018;4.085115315275467;-0.017149535868218716;0.00838486012075024;-0.07409159303502504;-0.0030414100395950556;0.16143697184227826;-0.10983836475662717
WK036205;Uilenstede, Kronenburg;2020;4.122629397103652;0.020364545959966864;0.017680081178437532;-0.08703882180782699;-0.0026797725413435203;0.19879160089132059;-0.10638854176062085
WK036205;Uilenstede, Kronenburg;2022;4.054529948582003;-0.04773490256168283;0.006191225972665287;-0.07648410939726548;-0.011590873021570415;0.17458301410290858;-0.14043416021842134
WK036206;Bankras, Kostverloren;2002;4.152047669616414;0.04978281847272932;NA;NA;NA;NA;NA
WK036206;Bankras, Kostverloren;2008;4.144915010713167;0.042650159569482295;NA;NA;NA;NA;NA
WK036206;Bankras, Kostverloren;2012;4.1453028867862605;0.04303803564257579;NA;NA;NA;NA;NA
WK036206;Bankras, Kostverloren;2014;4.14828381998519;0.04601896884150517;-3.7429716303555223e-4;0.018259789223171122;-0.0301610918453334;0.11218371122875011;-0.05388914260204742
WK036206;Bankras, Kostverloren;2016;4.162334457661076;0.06006960651739042;NA;NA;NA;NA;NA
WK036206;Bankras, Kostverloren;2018;4.140732322305433;0.03846747116174828;-0.005888530922035703;0.01336886837727979;-0.034156867573336386;0.10597193562370032;-0.040827934343860055
WK036206;Bankras, Kostverloren;2020;4.167393068887804;0.0651282177441184;0.003623945711381944;0.01532852413559722;-0.03444648783906626;0.13012101796671904;-0.04949878223051383
WK036206;Bankras, Kostverloren;2022;4.173881269751701;0.0716164186080151;0.0022431509476008426;0.019759133127456727;-0.0393647449116251;0.12286141367122105;-0.03388253422663874
WK036207;Buitengebied Noord;2002;4.437186784225408;0.33492193308172197;NA;NA;NA;NA;NA
WK036207;Buitengebied Noord;2008;4.425548201135899;0.32328334999221364;NA;NA;NA;NA;NA
WK036207;Buitengebied Noord;2012;4.419605949779882;0.3173410986361968;NA;NA;NA;NA;NA
WK036207;Buitengebied Noord;2014;4.463798210958043;0.36153335981435714;-0.0088247753927251;0.12216761958240557;0.08982076876164513;0.07547106173136735;0.08289868513166375
WK036207;Buitengebied Noord;2016;4.440310335890004;0.33804548474631885;NA;NA;NA;NA;NA
WK036207;Buitengebied Noord;2018;4.460778636053992;0.3585137849103066;-0.007801890593078672;0.11599148758098943;0.08376662347906243;0.0748749474308414;0.09168261701249175
WK036207;Buitengebied Noord;2020;4.4543604711390214;0.3520956199953358;0.0011201458241159438;0.10236712599731682;0.07767440357599986;0.0744855639587564;0.09644838063914649
WK036207;Buitengebied Noord;2022;4.428655758459171;0.3263909073154856;-3.4157918372362914e-4;0.10653865710736493;0.07191492240876159;0.06461101728399085;0.08366788969909157
WK036208;Keizer Karelpark;2002;4.116785360257752;0.014520509114066415;NA;NA;NA;NA;NA
WK036208;Keizer Karelpark;2008;4.091479796445139;-0.010785054698546846;NA;NA;NA;NA;NA
WK036208;Keizer Karelpark;2012;4.081222360628153;-0.02104249051553311;NA;NA;NA;NA;NA
WK036208;Keizer Karelpark;2014;4.147020315325359;0.04475546418167433;0.005649192104221881;-0.001690033843471918;-0.03589974429209519;0.12001341234160907;-0.04331736212858977
WK036208;Keizer Karelpark;2016;4.178098858023493;0.07583400687980704;NA;NA;NA;NA;NA
WK036208;Keizer Karelpark;2018;4.176429185517752;0.07416433437406734;-5.309481660923905e-4;0.013211879488219502;-0.03230919580391524;0.12117800573954698;-0.02738540688369179
WK036208;Keizer Karelpark;2020;4.1691531757565015;0.06688832461281595;0.006424218185205507;0.014958132251990398;-0.033399288150281516;0.1348320053473873;-0.05592674302148599
WK036208;Keizer Karelpark;2022;4.1970029198051435;0.09473806866145805;0.008897132083476785;0.01579698773951956;-0.025171268512319732;0.1283473072077827;-0.033132089857001584
WK036209;Groenelaan;2002;4.07194358199537;-0.030321269148314876;NA;NA;NA;NA;NA
WK036209;Groenelaan;2008;4.050064991507715;-0.052199859635970396;NA;NA;NA;NA;NA
WK036209;Groenelaan;2012;4.027772099241548;-0.07449275190213692;NA;NA;NA;NA;NA
WK036209;Groenelaan;2014;4.0443743337938685;-0.05789051734981722;0.007628984172924725;0.00426626888662291;-0.0653909260719916;0.049579994910121;-0.053974839247494494
WK036209;Groenelaan;2016;4.036368542777428;-0.06589630836625739;NA;NA;NA;NA;NA
WK036209;Groenelaan;2018;4.045640366323732;-0.05662448481995359;-0.008122708910662026;-0.005631820548908028;-0.0673640192593091;0.057972289204351504;-0.03347822530542624
WK036209;Groenelaan;2020;4.048157717092887;-0.054107134050798436;0.006342188501196198;-0.015249255342790674;-0.07113702838970606;0.08355776448059449;-0.0576208033000926
WK036209;Groenelaan;2022;4.068028551524034;-0.03423629961965064;0.004694972027660692;-0.013382498647864328;-0.07301160668174034;0.08426044915259903;-0.036797615470305946
WK036210;Waardhuizen, Middenhoven;2002;4.067133766162238;-0.03513108498144768;NA;NA;NA;NA;NA
WK036210;Waardhuizen, Middenhoven;2008;4.048416527727393;-0.05384832341629231;NA;NA;NA;NA;NA
WK036210;Waardhuizen, Middenhoven;2012;4.045727748611299;-0.056537102532386474;NA;NA;NA;NA;NA
WK036210;Waardhuizen, Middenhoven;2014;4.102573372827581;3.0852168389592104e-4;0.006943886702977662;0.01533015807452821;-0.03578084754481887;0.02577809462606078;-0.01196277017485213
WK036210;Waardhuizen, Middenhoven;2016;4.1338495102377495;0.03158465909406436;NA;NA;NA;NA;NA
WK036210;Waardhuizen, Middenhoven;2018;4.111753705312586;0.009488854168900952;-0.0020361115630848233;0.03129187249716174;-0.03903673328097297;0.018420712426211863;8.491140895848722e-4
WK036210;Waardhuizen, Middenhoven;2020;4.127605846581486;0.02534099543780044;0.013149059336399687;0.03671796543014693;-0.042281306214560124;0.02910597060058806;-0.011350693714774379
WK036210;Waardhuizen, Middenhoven;2022;4.124376714731274;0.022111863587588383;0.005306294149693927;0.032581621788364094;-0.04087216613307034;0.025004589986456396;9.15237961440333e-5
WK036211;Bovenkerk - Westwijk Noord;2002;4.118248327621925;0.015983476478239052;NA;NA;NA;NA;NA
WK036211;Bovenkerk - Westwijk Noord;2008;4.112630075368078;0.010365224224393206;NA;NA;NA;NA;NA
WK036211;Bovenkerk - Westwijk Noord;2012;4.098284943776444;-0.003979907367241237;NA;NA;NA;NA;NA
WK036211;Bovenkerk - Westwijk Noord;2014;4.1153551368874925;0.013090285743807429;0.014653566141601501;0.016927536361565555;-0.02219620094296025;0.005015138717061678;-0.0013097545334613168
WK036211;Bovenkerk - Westwijk Noord;2016;4.138624149764737;0.036359298621052014;NA;NA;NA;NA;NA
WK036211;Bovenkerk - Westwijk Noord;2018;4.119261768316827;0.01699691717314135;0.002914801753816403;0.030377581821620505;-0.020495958183860023;-1.7296433791671586e-6;0.004202221424943351
WK036211;Bovenkerk - Westwijk Noord;2020;4.121668139451251;0.019403288307565818;0.01279863162333345;0.03212926225021492;-0.02699630903707673;0.010103825517465007;-0.0086321220463711
WK036211;Bovenkerk - Westwijk Noord;2022;4.152716059971955;0.05045120882826994;0.009420541541351888;0.05286035851437864;-0.01763357395137468;0.007916798871032894;-0.0021129161471190663
WK036212;Westwijk Zuid;2002;4.217290213846918;0.11502536270323305;NA;NA;NA;NA;NA
WK036212;Westwijk Zuid;2008;4.204345593316561;0.10208074217287573;NA;NA;NA;NA;NA
WK036212;Westwijk Zuid;2012;4.1772727967410255;0.07500794559733999;NA;NA;NA;NA;NA
WK036212;Westwijk Zuid;2014;4.148118292243184;0.04585344109949816;-0.008745477580156659;0.03511779912387222;0.048486196757318606;-0.036708236368458116;0.007703159166921905
WK036212;Westwijk Zuid;2016;4.146942138091385;0.044677286947699686;NA;NA;NA;NA;NA
WK036212;Westwijk Zuid;2018;4.128565437919712;0.026300586776027368;-0.017512372574490585;0.03290519408582416;0.02609367571911533;-0.03550761435139687;0.020321703896975095
WK036212;Westwijk Zuid;2020;4.145989063863399;0.043724212719714384;-0.00504731394793951;0.0390847510286394;0.019680744671958725;-0.029667012123960126;0.019673043091015613
WK036212;Westwijk Zuid;2022;4.17143634909939;0.06917149795570492;-0.0030069697983641226;0.05003396475516293;0.02857428006726517;-0.030508647540173954;0.024078870471814614
WK036213;Buitengebied Zuid;2002;4.155862625913438;0.053597774769753415;NA;NA;NA;NA;NA
WK036213;Buitengebied Zuid;2008;4.153574574761213;0.05130972361752742;NA;NA;NA;NA;NA
WK036213;Buitengebied Zuid;2012;4.15269302354008;0.0504281723963948;NA;NA;NA;NA;NA
WK036213;Buitengebied Zuid;2014;4.1860014557173395;0.08373660457365464;-0.05335372354576959;0.0963476607875214;0.055692070938595066;-0.08545002240463535;0.07050061879794285
WK036213;Buitengebied Zuid;2016;4.211272002653185;0.10900715150950034;NA;NA;NA;NA;NA
WK036213;Buitengebied Zuid;2018;4.178954119757706;0.07668926861402098;-0.047945379614615494;0.09670029714761773;0.048087911054717214;-0.08828509117586328;0.0681315312021645
WK036213;Buitengebied Zuid;2020;4.212055111295999;0.10979026015231401;-0.04210676113488166;0.10785181776622163;0.060697258412717364;-0.08382406151411727;0.06717200662237369
WK036213;Buitengebied Zuid;2022;4.186997509859349;0.08473265871566381;-0.04630589066841731;0.08435712778469895;0.06000607403244405;-0.08401777284294625;0.07069312040988414
WK036214;Amsterdamse Bos;2002;4.38779996329289;0.28553511214920446;NA;NA;NA;NA;NA
WK036214;Amsterdamse Bos;2008;4.439583656237014;0.3373188050933288;NA;NA;NA;NA;NA
WK036214;Amsterdamse Bos;2012;4.3650420151188944;0.2627771639752096;NA;NA;NA;NA;NA
WK036214;Amsterdamse Bos;2014;4.386817165521104;0.28455231437741924;0.05628538416523373;0.019183006659200263;0.04299462266707048;0.11717454573433297;0.048914755151581626
WK036214;Amsterdamse Bos;2016;4.424981172778507;0.32271632163482167;NA;NA;NA;NA;NA
WK036214;Amsterdamse Bos;2018;4.434367265989723;0.3321024148460374;0.05221305175650444;0.0561989514144215;0.05330349236108244;0.12391646094935749;0.04647045836467101
WK036214;Amsterdamse Bos;2020;4.465157864241959;0.3628930130982733;0.06407488089142273;0.0660846927776692;0.050926823580181815;0.1378877957304631;0.04391882011853602
WK036214;Amsterdamse Bos;2022;4.447309736184864;0.3450448850411785;0.06695744569276088;0.08098588169035174;0.03954501038321373;0.14617638776168412;0.011380159513167521